LONDON,Visits (000s),,,,,,,,,,,,,,,,,,,Nights (000s),,,,,,,,,,,,,,,,,,,Spend (£m),,,,,,,,,,,,,,,,,,,Sample,,,,,,,,,,,,,,,,,,
Country of origin,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020p,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020p,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020p,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020p
Oman,,,,,,,,,,8.1,8.5,12.1,9.6,14.3,22.3,21.5,21.5,23.0,0.6,,,,,,,,,,129.5,59.2,127.8,80.9,97.2,124.9,196.6,199.8,159.7,4.4,,,,,,,,,,11.1,9.9,85.5,10.2,19.7,24.8,23.8,31.7,46.1,0.4,,,,,,,,,,19.0,22.0,25.0,25.0,26.0,34.0,37.0,30.0,28.0,0.4
Other Africa,102.6,100.9,113.5,93.5,98.6,110.8,83.3,93.9,87.8,77.1,88.5,113.4,106.3,96.9,85.7,116.0,95.9,79.6,27.1,"2,003.9","2,057.5","2,233.2","1,501.6","1,803.7","1,357.7","1,372.8","1,192.5",992.2,"1,027.8","1,238.8","1,410.3","1,304.9","1,001.0","1,068.7","1,331.9","1,071.6",852.2,380.0,101.3,89.1,96.1,86.9,71.1,86.2,91.1,101.7,129.3,105.0,113.0,156.9,182.1,120.9,80.8,155.7,95.7,101.8,21.3,300.0,280.0,279.0,247.0,232.0,221.0,145.0,182.0,179.0,131.0,165.0,166.0,162.0,149.0,115.0,131.0,91.0,89.0,21.3
Other Asia,68.6,56.0,65.5,76.0,60.8,73.4,71.8,51.9,59.7,59.6,59.9,75.7,87.1,74.5,82.6,82.3,91.2,108.1,26.3,954.3,944.3,"1,111.3","1,422.0",675.7,"1,196.3","1,011.7",971.7,"1,234.3",989.4,996.2,866.6,"1,445.9","1,210.0","1,060.6","1,127.7","1,069.2","1,328.8",230.9,50.4,38.5,52.3,50.4,42.7,61.1,55.3,42.3,53.4,60.1,68.9,73.8,87.6,122.8,86.4,89.7,84.2,104.1,19.6,171.0,144.0,153.0,158.0,136.0,140.0,105.0,126.0,137.0,101.0,114.0,127.0,142.0,110.0,118.0,126.0,114.0,126.0,19.6
Other Central & South America,106.0,98.0,103.2,108.2,108.5,119.2,76.1,90.5,84.6,85.0,84.8,128.3,111.1,88.6,118.6,148.0,147.8,184.1,28.6,"1,709.0","2,111.7","1,121.2","1,471.5",972.2,"1,262.8",747.5,"1,177.7","1,178.3",896.3,"1,034.0","1,459.4","1,402.3","1,021.8","1,077.9","1,414.3","1,302.9","2,416.6",277.8,77.5,65.8,60.2,72.5,74.8,76.4,55.5,76.0,75.0,62.2,67.5,98.0,89.3,78.1,121.9,134.5,102.2,161.3,20.0,245.0,224.0,255.0,221.0,233.0,185.0,119.0,148.0,155.0,121.0,121.0,156.0,129.0,110.0,145.0,139.0,114.0,111.0,20.0
Other Eastern Europe,79.3,74.4,86.2,285.3,404.8,485.0,352.5,266.9,261.2,291.3,291.1,307.6,258.3,314.0,349.5,383.6,431.7,443.0,77.1,697.7,522.0,788.6,"3,366.2","3,772.5","4,881.4","3,011.7","2,018.0","2,580.1","2,363.7","2,195.8","2,014.1","1,723.1","2,121.5","2,045.1","2,604.2","2,481.0","3,476.6",337.1,45.0,41.8,46.6,147.0,191.5,247.0,205.0,174.9,145.8,190.8,183.4,176.3,136.5,197.3,151.6,229.7,190.5,236.3,31.3,137.0,115.0,102.0,303.0,346.0,434.0,264.0,314.0,312.0,292.0,294.0,311.0,259.0,246.0,270.0,250.0,168.0,168.0,31.3
Other Middle East,80.6,66.9,83.2,77.8,97.0,93.2,91.6,115.1,97.4,55.8,45.5,40.4,55.3,43.5,48.2,53.7,50.9,50.2,5.3,943.3,983.9,"1,278.5",886.8,"1,426.3","1,009.4","1,154.3","1,409.8","1,055.8",790.8,603.1,480.6,607.7,464.1,447.1,429.6,477.9,330.5,56.5,98.1,88.4,104.8,137.5,134.0,139.8,152.5,210.9,188.6,100.3,64.1,92.0,129.3,90.2,100.6,103.1,102.0,83.0,19.8,212.0,178.0,216.0,209.0,207.0,203.0,160.0,300.0,261.0,128.0,116.0,84.0,115.0,84.0,92.0,100.0,95.0,84.0,19.8
Other Southern Africa,19.0,11.9,13.6,12.2,11.4,12.3,11.7,5.6,1.8,21.3,19.4,17.0,19.6,16.5,17.6,30.1,19.9,19.9,6.2,225.6,249.1,163.4,179.7,218.4,111.4,163.2,92.3,15.5,525.6,241.7,290.9,326.7,161.2,163.2,448.0,248.3,277.6,89.5,19.3,7.9,5.7,4.9,7.8,8.1,4.4,9.7,4.2,24.1,19.5,12.8,13.3,16.6,13.6,31.9,25.5,19.2,5.6,32.0,33.0,31.0,29.0,22.0,24.0,13.0,11.0,5.0,32.0,42.0,30.0,37.0,31.0,30.0,41.0,26.0,28.0,5.6
Other Western Europe,80.3,75.1,101.9,81.8,106.9,122.8,118.2,122.6,96.6,94.1,94.8,103.5,117.6,113.6,132.3,145.8,92.0,164.1,35.4,695.1,733.1,780.4,745.9,770.4,"1,421.0",833.6,867.1,734.0,651.1,754.0,806.9,613.4,859.5,"1,093.3",982.3,525.5,890.5,334.6,60.2,47.4,61.1,57.6,72.6,74.2,113.1,109.8,71.3,87.4,72.7,99.3,104.6,61.5,148.1,102.5,54.3,120.1,23.2,179.0,153.0,183.0,176.0,186.0,184.0,151.0,227.0,194.0,150.0,159.0,152.0,155.0,134.0,145.0,142.0,85.0,100.0,23.2
Pakistan,43.0,35.6,49.2,58.3,66.1,55.5,47.7,38.4,32.5,31.4,40.6,39.7,49.0,35.1,39.8,47.3,47.3,57.1,16.5,633.4,688.0,"1,176.2","1,373.5","1,438.9","1,099.2","1,108.0",813.7,628.2,909.6,802.8,650.0,867.8,622.8,678.7,673.9,596.3,795.8,510.4,39.0,27.2,49.0,53.0,68.4,67.5,45.2,40.5,30.5,54.5,44.6,77.3,42.6,41.8,45.6,81.5,45.7,69.7,31.0,112.0,87.0,111.0,140.0,129.0,108.0,82.0,111.0,99.0,75.0,97.0,90.0,97.0,71.0,65.0,86.0,65.0,75.0,31.0
Poland,115.3,167.2,277.8,425.2,528.2,432.7,451.3,359.6,355.7,353.7,396.2,419.2,446.5,531.4,534.1,506.8,510.3,517.5,107.4,"2,762.7","4,811.1","6,400.7","8,529.0","7,841.5","4,791.3","5,422.2","3,670.9","3,954.4","3,083.3","3,663.2","3,054.5","3,298.3","4,074.1","4,305.5","2,943.1","2,861.1","2,197.4",496.3,48.2,67.8,148.2,163.8,277.7,174.8,198.2,146.5,160.0,140.1,135.0,175.0,141.7,167.4,156.5,161.2,140.3,180.5,37.7,96.0,111.0,175.0,241.0,258.0,207.0,229.0,323.0,366.0,337.0,332.0,367.0,380.0,384.0,381.0,315.0,190.0,183.0,37.7
Portugal,97.8,97.5,97.0,113.6,120.8,144.1,133.8,136.7,172.4,165.6,153.0,138.0,191.3,223.0,279.9,257.1,215.8,353.7,82.2,582.1,434.4,631.9,763.9,488.4,729.0,712.8,645.3,"1,115.2",817.8,"1,157.7",819.2,"1,328.8","1,203.8","1,626.4","1,484.9","1,133.0","2,243.6",414.6,49.1,38.5,41.4,65.7,41.8,66.4,68.8,66.0,74.8,76.5,80.7,61.2,86.0,99.8,123.7,127.6,84.1,210.3,36.8,183.0,169.0,157.0,171.0,169.0,164.0,131.0,204.0,250.0,212.0,179.0,168.0,184.0,211.0,233.0,166.0,111.0,132.0,36.8
Qatar,,,,,,,,,,24.6,31.7,43.6,32.8,41.8,51.4,60.0,59.9,109.3,23.4,,,,,,,,,,253.4,253.8,413.6,293.2,356.6,525.1,967.2,629.5,"1,001.7",221.4,,,,,,,,,,63.5,68.9,155.7,100.1,104.1,126.2,168.0,127.3,403.8,47.9,,,,,,,,,,38.0,60.0,78.0,60.0,64.0,74.0,89.0,75.0,82.0,47.9
Romania,,,,,,,101.1,107.8,121.9,127.9,109.8,158.6,170.5,237.7,277.6,320.9,313.9,309.4,72.0,,,,,,,"1,195.4","1,403.1","1,554.5","1,385.9","1,457.8","1,771.8","2,382.2","2,946.1","4,876.2","2,902.9","3,671.2","4,171.4",704.0,,,,,,,44.9,51.9,71.7,67.4,57.4,100.4,99.1,121.8,194.3,147.5,170.6,209.5,35.9,,,,,,,75.0,110.0,145.0,152.0,140.0,181.0,170.0,158.0,193.0,214.0,122.0,120.0,35.9
Russia,143.2,160.1,193.4,133.2,159.6,165.1,125.0,85.7,119.1,154.4,155.3,147.2,164.8,99.0,92.6,153.3,121.9,118.7,25.8,943.9,"1,957.9","3,216.8",951.6,"1,165.8","1,451.0",757.5,545.1,905.6,"1,291.4","1,122.5",957.0,"1,340.8",772.6,718.4,"1,138.7",825.0,881.2,153.2,119.3,166.5,189.1,105.1,126.5,193.2,113.9,87.8,120.2,234.3,165.0,168.8,178.5,83.6,78.2,137.8,121.8,111.6,24.7,214.0,221.0,260.0,163.0,172.0,198.0,123.0,122.0,185.0,186.0,187.0,186.0,175.0,107.0,109.0,154.0,125.0,110.0,24.7
Saudi Arabia,42.8,34.1,37.7,37.0,39.5,56.5,63.8,58.6,54.2,66.8,74.4,90.9,99.1,103.9,108.5,114.6,120.5,185.9,31.3,384.5,294.7,364.4,438.3,442.5,621.4,714.0,571.6,424.6,761.8,645.8,906.9,"1,052.0","1,151.9","1,095.9","1,569.8","1,249.7","1,845.8",260.6,59.6,47.8,54.2,74.4,87.6,93.7,138.0,120.2,101.5,175.5,202.8,218.7,250.3,317.3,253.0,739.1,315.3,492.0,74.7,124.0,99.0,92.0,95.0,89.0,111.0,107.0,158.0,134.0,111.0,146.0,166.0,174.0,165.0,154.0,169.0,167.0,192.0,74.7
Serbia,,,,,,,,,,18.8,17.8,16.3,12.5,16.9,12.9,22.0,17.3,7.9,6.4,,,,,,,,,,118.3,245.4,122.4,69.7,222.2,269.4,151.5,99.0,31.5,59.0,,,,,,,,,,16.7,16.6,8.9,8.5,9.9,7.0,11.5,14.9,3.6,3.1,,,,,,,,,,26.0,23.0,24.0,19.0,22.0,12.0,18.0,18.0,13.0,3.1
Singapore,57.5,52.6,57.2,49.9,70.9,63.4,77.0,64.7,89.2,88.9,106.7,91.5,120.6,148.6,124.5,155.8,121.8,159.5,10.2,328.8,277.1,331.7,359.5,506.9,449.2,403.6,410.8,533.3,585.1,861.3,495.5,735.2,946.9,702.8,909.6,"1,033.6",951.5,105.1,32.4,39.9,40.3,35.3,54.7,61.6,62.1,59.3,77.1,105.7,125.5,122.8,144.3,212.4,128.2,173.4,143.4,200.0,13.2,148.0,135.0,139.0,145.0,172.0,154.0,139.0,166.0,229.0,191.0,230.0,213.0,224.0,214.0,173.0,162.0,123.0,138.0,13.2
South Africa,162.5,156.8,167.6,180.1,216.8,174.8,164.2,131.5,123.4,108.7,118.8,142.3,124.5,134.5,103.8,128.6,113.1,121.9,15.9,"2,008.1","1,662.9","1,732.8","1,568.2","2,549.6","2,115.2","1,571.1","1,684.6",960.3,773.5,"1,026.9","1,380.0",996.7,"1,059.5",909.8,"1,009.7",788.5,856.3,108.1,111.2,152.3,97.5,106.5,134.7,124.7,126.5,79.6,106.4,87.5,115.1,131.8,132.1,138.8,111.5,140.2,112.7,126.5,13.8,452.0,407.0,404.0,454.0,481.0,365.0,292.0,320.0,272.0,208.0,222.0,273.0,237.0,234.0,202.0,200.0,166.0,167.0,13.8
South Korea,67.0,88.6,114.6,119.1,119.4,128.0,109.5,58.0,84.8,108.1,130.7,154.8,164.6,181.9,160.3,164.4,137.1,265.9,52.4,548.8,568.5,513.4,868.8,684.4,828.0,"1,244.2",635.2,856.5,691.9,631.7,914.3,"1,075.2",799.8,"1,098.8","1,031.7",777.5,"1,850.2",234.5,35.8,39.6,40.4,46.3,44.5,64.6,67.5,48.5,50.7,79.0,66.1,83.3,127.6,82.3,105.2,129.0,108.4,215.1,25.3,108.0,134.0,165.0,203.0,153.0,130.0,118.0,96.0,96.0,102.0,128.0,140.0,163.0,145.0,128.0,149.0,116.0,122.0,25.3
Spain,444.4,526.6,691.6,709.7,933.5,967.5,895.3,"1,011.3",875.2,894.8,795.9,865.7,984.3,"1,153.2","1,281.7","1,224.2",1254.5,1212.3,173.8,"3,255.1","3,568.5","4,201.3","4,289.9","5,189.6","5,224.0","4,496.6","5,067.0","4,542.4","4,785.4","4,923.3","5,335.7","6,129.1","6,017.2","7,448.9","7,037.6","5,936.6","6,202.6","1,147.1",212.0,220.6,273.3,268.8,376.4,402.8,381.1,463.8,403.2,436.2,365.6,498.7,508.8,513.2,542.8,555.4,618.6,488.3,86.2,574.0,636.0,733.0,701.0,887.0,758.0,681.0,1326.0,1326.0,1115.0,795.0,860.0,884.0,917.0,949.0,784.0,608.0,556.0,86.2
Sweden,291.9,307.9,327.2,333.8,383.1,401.9,417.5,335.1,442.6,457.7,503.1,516.1,547.4,553.6,506.0,509.1,456.6,458.4,56.8,"1,264.0","1,299.2","1,478.8","1,653.7","1,390.6","1,832.9","1,736.5","1,404.2","1,699.1","1,979.0","2,038.2","2,223.4","1,942.9","2,315.7","2,114.0","1,968.4","1,729.8","1,810.1",190.5,113.0,105.9,120.8,118.0,143.4,155.7,195.9,146.5,206.8,238.0,239.7,277.6,325.2,365.2,289.6,276.2,225.1,235.3,34.4,552.0,498.0,536.0,531.0,585.0,611.0,644.0,888.0,931.0,799.0,784.0,801.0,738.0,654.0,530.0,408.0,288.0,239.0,34.4
Switzerland,310.6,297.1,292.6,331.4,389.2,372.4,348.2,354.3,314.5,391.2,425.0,453.8,503.1,504.4,527.0,505.7,424.2,486.0,87.7,"1,149.1","1,217.3","1,066.2","1,388.1","1,943.1","1,492.7","1,380.4","1,612.7","1,178.9","1,752.6","1,689.4","1,908.3","1,853.6","2,300.1","2,172.3","1,714.3","2,193.1","1,653.8",269.0,129.7,125.6,138.3,163.9,206.2,184.0,157.8,202.8,162.2,233.4,337.6,303.0,308.5,333.0,378.9,278.2,245.4,282.3,77.4,426.0,376.0,485.0,518.0,507.0,476.0,300.0,393.0,389.0,404.0,437.0,462.0,475.0,503.0,488.0,384.0,283.0,282.0,77.4
Taiwan,18.9,20.4,23.3,22.1,18.9,23.1,17.8,23.1,23.3,23.6,27.0,28.8,37.9,33.7,36.8,54.6,63.1,122.5,10.3,205.2,236.2,224.6,238.9,124.6,136.5,388.0,146.6,215.3,112.9,430.6,224.6,403.5,340.6,297.3,388.8,335.6,762.4,57.9,16.0,15.6,18.6,16.9,9.9,18.7,19.2,55.0,21.8,9.2,35.2,34.2,38.9,62.8,28.4,47.4,58.5,158.9,8.2,43.0,38.0,51.0,40.0,41.0,43.0,31.0,67.0,58.0,36.0,43.0,46.0,60.0,49.0,53.0,68.0,47.0,65.0,8.2
Thailand,21.4,26.3,29.6,27.3,29.7,36.5,22.0,39.4,30.1,35.9,38.0,41.9,35.5,43.3,46.3,59.3,54.4,121.3,17.6,180.1,200.4,262.3,205.7,361.9,415.4,268.5,384.9,453.6,419.5,384.8,271.7,332.5,510.9,443.6,414.5,409.6,866.3,120.5,13.7,18.7,23.6,21.3,23.0,33.0,18.6,34.3,25.2,43.3,35.3,58.2,30.2,51.9,48.2,54.9,60.6,158.9,29.4,48.0,67.0,71.0,66.0,71.0,74.0,48.0,87.0,82.0,77.0,98.0,91.0,73.0,59.0,60.0,55.0,55.0,47.0,29.4
Turkey,41.2,61.0,55.9,51.9,91.6,77.9,75.4,58.9,71.7,69.4,91.5,90.8,103.0,116.8,114.5,106.7,110.0,187.6,15.9,381.0,536.7,494.1,372.5,"1,167.7",841.2,614.6,530.1,645.0,669.8,913.9,627.9,817.3,627.3,917.4,821.9,866.4,989.0,91.6,31.7,44.5,50.9,60.5,56.7,94.6,62.3,50.9,76.3,73.3,101.5,83.6,100.9,79.7,106.5,72.5,107.3,147.8,46.2,89.0,97.0,102.0,88.0,142.0,133.0,120.0,142.0,185.0,157.0,201.0,156.0,190.0,139.0,129.0,86.0,88.0,84.0,46.2
United Arab Emirates,60.6,58.3,73.2,61.8,89.1,91.5,123.7,121.4,107.2,118.2,133.3,161.3,152.1,181.3,185.4,201.7,208.8,313.8,47.0,663.0,539.0,689.3,562.3,867.0,838.4,849.9,"1,119.1","1,133.8",973.6,"1,228.3","1,651.5","1,187.9","1,504.9","1,356.5","1,763.8","1,602.2","2,259.5",315.5,68.7,58.4,95.0,90.4,107.3,101.2,173.3,184.4,174.2,141.3,286.1,415.7,297.6,301.4,306.0,434.6,411.6,554.3,103.8,180.0,151.0,170.0,181.0,219.0,212.0,246.0,303.0,289.0,236.0,294.0,334.0,323.0,327.0,298.0,353.0,334.0,330.0,103.8
USA,"2,446.3","2,233.1","2,406.4","2,276.8","2,536.9","2,333.6","1,907.9","1,839.1","1,765.6","1,842.8","1,862.3","1,877.9","1,982.2","2,142.3","2,321.7","2,617.3",2631.2,3087.8,497.1,"14,139.1","12,677.5","13,340.7","12,346.0","13,843.4","13,218.5","11,463.8","10,242.8","11,390.2","10,485.4","11,225.7","10,265.3","13,388.3","11,832.4","12,435.2","15,196.1","14,965.5","14,361.8","2,639.0","1,462.3","1,412.3","1,400.7","1,473.2","1,598.6","1,578.1","1,333.4","1,278.8","1,295.3","1,386.6","1,487.0","1,522.3","1,667.5","1,811.1","1,981.8","2,232.1","2,042.7","2,454.8",387.8,6270.0,5685.0,6038.0,5814.0,5595.0,4540.0,3192.0,3953.0,3775.0,3077.0,3259.0,3323.0,3278.0,3186.0,3342.0,3519.0,2961.0,3593.0,387.8
Grand Total,"11,603.4","11,695.8","13,389.3","13,892.6","15,592.6","15,339.8","14,753.0","14,211.3","14,705.5","15,289.5","15,460.9","16,810.8","17,404.2","18,581.1","19,059.5","19,827.8",19090.2,21713.5,3696.3,"75,402.1","78,946.7","90,237.3","91,843.3","101,067.6","95,846.1","90,814.9","85,685.7","90,317.9","91,498.4","94,299.7","98,118.8","108,006.5","108,321.4","111,058.4","114,016.5","110,932.2","118,872.4","21,373.3","5,787.9","5,869.9","6,439.3","6,858.6","7,821.6","8,192.4","8,125.7","8,238.2","8,741.2","9,411.4","10,074.5","11,495.6","11,825.4","11,919.2","11,868.6","13,546.6","12,329.4","15,725.0","2,555.6",22359.0,20906.0,23309.0,23994.0,24206.0,21596.0,17997.0,23075.0,23459.0,20201.0,20381.0,21835.0,20725.0,20206.0,19800.0,18638.0,14475.0,15079.0,2555.6
